gait_features_PC1,gait_features_PC2,gait_features_PC3,gait_features_PC4,spectral_features_PC1,spectral_features_PC2,spectral_features_PC3,spectral_features_PC4,spectral_features_PC5,spectral_features_PC6,spectral_features_PC7,spectral_features_PC8,spectral_features_PC9,spectral_features_PC10,spectral_features_PC11,spectral_features_PC12,spectral_features_PC13,spectral_features_PC14,spectral_features_PC15,spectral_features_PC16,spectral_features_PC17,spectral_features_PC18,spectral_features_PC19,spectral_features_PC20,temporal_features_PC1,temporal_features_PC2,temporal_features_PC3,temporal_features_PC4
1.1458191492514525,-0.18900664356828203,-0.23452794967248888,0.1259517546846685,1.407805492437413,-0.8873476441358485,7.831108202855811,-2.8562170432677174,-2.8429360980760925,2.0897083455112164,3.072930670723939,1.9198440752945145,0.03625602150696724,-3.3770939779744436,0.5359920970908728,1.1806019682710025,-2.652701681031871,-0.031825683431094834,1.3044888449536234,0.48865336284614774,-1.3843322991784328,-0.18986976391809515,-1.6114069267278601,-1.4041537059471447,0.8389825366417506,0.5710211773784305,-1.7612295565599088,0.49627222972644647
6.284541161659716,0.8408397865970237,-1.3225647597454293,-0.07813537194389415,4.309153948669899,5.509790526203053,-3.651086290187156,-2.6910786812967147,2.030845984958142,-0.8173268850033787,-1.6766639700039485,0.789536972030639,-0.2742665276801748,-0.4712097618801467,-0.2999508024263563,-0.8194329042898301,0.3506211133987651,-2.7295044243504725,-1.2556418825486906,0.4087060409096943,0.8155750601950345,0.010724928437080762,-2.7554947885959984,-1.0016092076270315,-3.501474076665994,-0.1192384281020944,0.17938855118028577,0.31067755347698667
-1.3846560271655541,-1.2538208814929848,-0.5302001460237745,-0.20234493622088534,-3.74813074234926,3.6074494792417795,2.0312288307935726,1.7313816467041687,0.013227578045046217,-0.6879312059193261,1.6792718693802853,-1.7308025632806234,1.7500061250667955,-5.528271857620125,2.561225046485359,-0.16158646878562585,-1.286956498637831,-2.3614895098149766,-1.7179957463727655,0.007360696060159339,2.555575483582993,2.0377773899457483,0.4301267906345246,0.7931458511828273,0.48505410382371944,1.0149433821207274,-2.6988963812764557,0.10039684863353644
-2.6329230375513832,-2.804651085544293,1.4364013440264731,-1.3003198505624727,-1.6785637696735938,-0.7219785969027142,-4.654201379093278,-2.1490967282697095,-2.3778216135107897,0.2982306652257029,-0.6563452023303655,1.0696622464423384,3.6012804082773218,-2.3209261052208037,-3.253261224211053,-0.206508136014711,-0.9494078731798373,1.2884426617157025,-2.4786991213097718,-1.5223765063060188,-0.29434996421935605,0.7289505068721092,3.1952038564405774,0.7435527158596847,1.7538667354984148,1.9154319159625957,-0.3917229422846534,0.3159460568607335
-3.8284916056610783,0.5706029161239223,0.3740016555107264,-0.5835571165801233,8.389014194800184,3.9836925218806485,-4.392023937923508,4.151242287461676,-0.6783443274166652,7.928050002309554,0.19187089645596564,0.7869657172098873,1.793756346383839,1.6348792158185375,0.834496548248937,-0.28419783316580727,0.10623585364634694,-3.3534138928545927,-0.4901391041488052,-0.5252083917203029,2.430091824068637,1.5451243454675578,-0.43960102123385136,-0.5435992415552353,-2.8703327194074855,-1.8405146817001725,-0.05449368268478643,0.5756565011081985
0.6048708377854389,-0.7717916323039332,-0.39957517418645544,-1.3821890973578097,-0.34971505261448954,-2.065283038658829,-4.313968915562561,0.4968386728081262,-0.8209959119098958,0.6949398992817651,-2.3140633738889456,2.7259054882541536,0.38314805102906374,-1.1080527033657983,-1.8902218809294313,1.0504381123915336,1.3535146392496165,-4.066870996690759,-1.8313848807521584,-0.3703954022859057,-1.6791010498824719,-1.7729622653301416,1.2778156977356914,0.9120241110862203,2.249897881523742,2.420495390199577,1.1667711868853439,0.31125194986515203
-1.5015383776024358,0.618509796075714,-0.26624400841169316,-0.07302976282970286,3.0987472920005907,-1.198668979602355,-2.4194508363506015,-1.1438566392182778,8.503727082758003,0.8941122467752198,3.94963220073352,0.16447823163741457,3.728230063892048,0.01618732126128802,-0.17874139881062046,1.236063469406623,-1.3918788342027788,0.5187122647659418,0.9458725722772825,-0.26922585445620006,0.5533844648370855,0.020305927527694757,-0.6562119348875831,0.46373473496133477,0.4815883929889513,-1.0967984815599174,0.026858841272483433,-0.06330933775356198
1.2949351369372788,0.5418953933446563,-0.19941649710488507,-0.4261342253719071,7.940931337119158,-2.4679776966614,-4.110577884524403,5.411023014811876,1.7166010638734117,1.3028243659580803,4.686226785813101,-2.256394676985286,-1.1956578460487324,0.11952186003655958,-3.4930119158138586,-2.4316729477837904,0.9363872559354512,2.4465540122166196,-1.008584897332934,0.7498329205870323,-0.5131507521889971,-2.821037639142089,-0.6648571596943267,2.431739650207186,-0.27820873073879654,0.024472879511128115,-0.12948372785485374,0.1331005253842146
3.008704224396148,0.5537765214884752,1.5871566437083064,-3.740250822864133,-10.580935601120546,-0.2144608420251152,1.0803086484162063,-0.9389330249489648,0.15203855923068224,2.319027370029338,1.3653739332450912,-3.7989175592882947,-1.912848689414508,-0.7696358390280911,0.8748528063253895,-2.1848083246030074,-0.48892995732087746,-0.8804113418024623,-0.40719633926443666,-1.0103572721509637,-1.8263085779553647,1.510881068841312,-1.2695282459977022,0.5424530583667537,3.6172093679808714,-2.675590956066825,-0.2897544579072924,-0.0936072281491646
6.063961778821471,0.07425852201560273,-0.9782487698246606,-1.3480709580069798,-3.7734006866954,5.626020340980888,-3.475253073625566,2.5427156400621467,-0.11700666545807702,-4.107987587168824,-3.6445842081321795,-1.721507046936894,-0.19890996534359745,-3.146052512440886,1.972393202894276,3.592023929880345,3.3878198935022064,0.8244123094102286,0.3851982751240624,1.6170079898109206,-0.7254574178968948,0.8665059069782132,-1.731995261125722,1.942850407805519,-1.7866669217198696,1.5966804629889977,-0.04747866028716088,-0.011330261321067752
-1.128305462909187,0.005337038256169957,0.1884683962970006,-2.559993374482393,4.87188701650482,-9.834846832963999,6.642801448288414,-0.8881287372098395,-3.9734725128747272,3.946144584934521,-2.194840491497303,1.0637677505219978,1.555660324066809,2.8660293017847365,1.604409617054063,0.6531411989756494,1.4405492516101401,-0.20248357761034785,-1.7519436843655731,1.056016481897737,-0.21388157907844677,0.7447190004609779,-0.9076236878781008,2.7839086117789713,2.892464437998971,-1.0992374110816294,-0.6087335265618705,0.7260418261234094
1.0585695283492955,0.16227074328386074,1.4186205475766016,-0.6833644429774843,-3.970966431116044,-0.3203499302718514,-0.47276142114625974,0.6585558171426178,0.4059568131158361,-1.6390288986443107,-1.3662784806436383,-0.7104969939079774,0.010264379740993732,1.868052416443477,1.2951322272594616,1.1473126724163347,1.9361459989051064,0.08105136883712935,0.31792037984225724,0.41156355397168354,-1.792220837316202,0.4488495391123694,1.841745227342731,-0.14991262971637492,1.150189273086754,0.9534619125353888,1.047798578208022,-0.04733426631871925
-1.0981170589704001,1.8615806237348191,-0.04505707810612283,0.4507040270430382,3.405282321871077,1.4423193886433447,-2.067044114551484,-1.970796410794883,-5.502055909333157,1.2825272092641193,2.392538427077435,-2.9851644295316517,0.7235934569658077,0.7571963929190365,1.4551908752371807,2.73739574872355,0.23280363695979925,0.2056581610253814,-0.9048126902951683,0.5700797102631942,-1.942915636107918,-0.7925370017162138,1.7441878556516148,-1.2685684473560972,-1.6458129474908836,-1.7979238383667475,0.4778006180308888,0.046882139821818304
-0.10606740796249074,-1.20020727479629,-0.6566397087778779,-0.5268044257283285,-1.027629908585193,-0.3793191894999145,0.6598894794230489,-4.232093799479184,-3.141469993566738,-1.8000560103449204,-1.1823055045469906,1.422776567509509,0.31463086350102987,3.3727499396087026,-1.5606917934453763,-0.14971434127816946,-2.808702196719234,0.07776639697427955,-1.488257078342952,0.5664158499362919,2.157730780219416,-1.1126911647579858,0.8882204199350011,-1.58885246142085,1.453039676819714,0.4555418456835785,0.19126694600618444,-0.1584793692600194
