gait_features_PC2,gait_features_PC3,gait_features_PC4,spectral_features_PC1,spectral_features_PC2,spectral_features_PC5,spectral_features_PC7,spectral_features_PC8,spectral_features_PC10,spectral_features_PC11,spectral_features_PC14,spectral_features_PC15,spectral_features_PC17,spectral_features_PC18,spectral_features_PC20,temporal_features_PC1,temporal_features_PC2,temporal_features_PC3
-3.004357564543078,-0.935245894084162,-0.7625499255392338,1.146054409204486,7.176872425707555,-1.6265824503811637,-3.5524981168120666,-0.7899858207830751,2.280541149715183,-0.6749195366460874,0.0158576405944605,-1.1749467392591744,-0.7949825897512112,0.5260567259140607,0.3783815113855966,-1.121046377300495,0.8879604768256864,-0.1658007310593705
0.9728437691803024,0.0641793946400923,-0.6780783804675651,8.405478141425041,3.186835590212025,7.735323017224011,5.465303826735567,2.429972890032766,0.5435412928175424,0.5033603351019587,-2.649967791587368,-2.750903872574624,-0.7868278986259747,-0.5733579601923321,-0.2709353601833938,-2.787446452242482,-1.9627632092145255,0.1893780645114238
0.5582965902552898,-0.6658218762264673,-0.1752658836845822,-6.041786100526889,0.9018661188670344,3.1366283924168346,0.8165605108649802,0.2522719397649364,-2.264954669494237,-2.52576545826703,0.688226945938486,1.28285167890129,-1.4179742625078935,1.6916072234177424,0.7590102293451159,2.048871170938079,-2.3502146692116286,0.7135494338106257
1.061811444958627,0.4780325810606071,-0.7885900906554575,2.44182008408185,-3.778860419859206,5.71797993325632,-6.283869452656655,-2.010561251134076,0.3857788272223247,-0.725990766069739,1.0471083197389537,-0.1740880419991799,-0.4177176233809752,1.5536234654470549,0.4837030585532703,0.0686186664306303,-1.6910588343344186,1.5617695126581912
-0.8032036564989061,0.8634387455628194,-1.1209111610620794,-1.4501402076748269,0.328499725246451,-0.7032485737498771,3.4947592528566185,-2.370831566111082,-1.4427124136536138,2.642931038720538,1.3226456751174895,2.222300445333262,0.4792137745568515,-0.9259252400334386,0.1226372954155802,-0.2610323632147036,1.553578893458688,-0.3892040243080197
0.8714845931924342,0.5044767813192521,-0.2082152700268238,5.094388696510031,-7.605597832578916,0.9877903172379584,-2.019408627250057,-2.8555173672487744,-0.5910263485805213,2.536294358628495,-1.453661337515472,1.514344355676685,0.7704098840721344,1.3459679657882533,1.4284827967950284,3.2571589786386697,-0.5996502392102223,-0.615504333098035
-0.2314547217045349,-1.4528072291958352,0.4094451766178533,-3.689497181932953,4.762446499605791,-2.316178094675148,-0.4672226678292766,-2.9182862859075067,0.4730510782995637,-0.736915262439507,1.0061871170889862,0.6739953401757564,-0.9521429597767268,0.676601794866789,0.7694896704238067,-0.4276714630267366,2.8380348699778395,0.8000139332512968
0.9510404588106952,0.9068196467964844,-0.6493885625859034,3.528536858095706,2.027441502766882,-5.221808231283553,1.2983765342360705,2.8865574286720204,-1.217193970599048,0.5909699615837747,1.464528748877196,-1.3520868089519895,-0.5434952141375862,0.6329304710828617,1.6207073982078557,-1.3689665837727545,-1.6120114964596557,0.4403108691339601
1.961292862914324,-0.4011978051572731,-0.5045081248360948,2.141842277031162,-2.490038661020572,0.6929523167912675,-2.4282095315503183,0.1485495706624076,3.073574549508891,-2.3640899038512835,0.2123279891866596,1.851431105935524,4.322307764770854,0.4679980664400094,-0.2414011382392126,0.435294786902572,-1.4465921260807617,0.5145936622007402
1.8981410620432728,-0.3579406602181414,-0.401810614520821,-2.2901910984151708,0.1809454987643045,2.8294242600479507,0.2137584518395378,-0.7274741876906586,-0.4387646192021976,0.0047575586070233,-0.8340411136698945,0.79564279664868,1.8674282532481288,-0.6990316455134926,0.3449262954531726,-1.0524223698614834,0.9629232283313536,1.802359085924118
