gait_features_PC2,gait_features_PC3,spectral_features_PC1,spectral_features_PC2,spectral_features_PC8,spectral_features_PC10,spectral_features_PC14,spectral_features_PC17,spectral_features_PC20,temporal_features_PC1,temporal_features_PC2,temporal_features_PC3
-3.004357564543078,-0.935245894084162,1.146054409204486,7.176872425707555,-0.7899858207830751,2.280541149715183,0.0158576405944605,-0.7949825897512112,0.3783815113855966,-1.121046377300495,0.8879604768256864,-0.1658007310593705
0.9728437691803024,0.0641793946400923,8.405478141425041,3.186835590212025,2.429972890032766,0.5435412928175424,-2.649967791587368,-0.7868278986259747,-0.2709353601833938,-2.787446452242482,-1.9627632092145255,0.1893780645114238
0.5582965902552898,-0.6658218762264673,-6.041786100526889,0.9018661188670344,0.2522719397649364,-2.264954669494237,0.688226945938486,-1.4179742625078935,0.7590102293451159,2.048871170938079,-2.3502146692116286,0.7135494338106257
1.061811444958627,0.4780325810606071,2.44182008408185,-3.778860419859206,-2.010561251134076,0.3857788272223247,1.0471083197389537,-0.4177176233809752,0.4837030585532703,0.0686186664306303,-1.6910588343344186,1.5617695126581912
-0.8032036564989061,0.8634387455628194,-1.4501402076748269,0.328499725246451,-2.370831566111082,-1.4427124136536138,1.3226456751174895,0.4792137745568515,0.1226372954155802,-0.2610323632147036,1.553578893458688,-0.3892040243080197
0.8714845931924342,0.5044767813192521,5.094388696510031,-7.605597832578916,-2.8555173672487744,-0.5910263485805213,-1.453661337515472,0.7704098840721344,1.4284827967950284,3.2571589786386697,-0.5996502392102223,-0.615504333098035
-0.2314547217045349,-1.4528072291958352,-3.689497181932953,4.762446499605791,-2.9182862859075067,0.4730510782995637,1.0061871170889862,-0.9521429597767268,0.7694896704238067,-0.4276714630267366,2.8380348699778395,0.8000139332512968
0.9510404588106952,0.9068196467964844,3.528536858095706,2.027441502766882,2.8865574286720204,-1.217193970599048,1.464528748877196,-0.5434952141375862,1.6207073982078557,-1.3689665837727545,-1.6120114964596557,0.4403108691339601
1.961292862914324,-0.4011978051572731,2.141842277031162,-2.490038661020572,0.1485495706624076,3.073574549508891,0.2123279891866596,4.322307764770854,-0.2414011382392126,0.435294786902572,-1.4465921260807617,0.5145936622007402
1.8981410620432728,-0.3579406602181414,-2.2901910984151708,0.1809454987643045,-0.7274741876906586,-0.4387646192021976,-0.8340411136698945,1.8674282532481288,0.3449262954531726,-1.0524223698614834,0.9629232283313536,1.802359085924118
1.2728796457607503,-0.6815180207694967,-1.221711736283849,3.3387836799819617,-2.807975385384708,0.3143704396822702,0.2188691210330931,-0.5007485231335005,-1.2090968267014923,-1.4928758530345985,0.8649110035240603,-0.4875496676866858
0.6880227590713809,-1.2932245644476623,-2.106777101654528,-4.041656563380639,-0.8968471400570899,-2.9516477364268305,-1.5671068039192388,-0.3298117133631264,-3.848806580769861,2.1022853263963417,-0.629668465613958,0.009582404486591
-2.4765411445769887,-0.5167065159044523,4.740357016342966,4.017493381540308,0.1334584880725406,0.555787500390361,-0.257633813214758,-0.7106967883786801,0.5066763196004926,-1.7838268490020266,0.2353167940496874,-0.5508623635439265
0.9880773530211096,-0.3070342308111531,4.057201446831702,1.327329001248692,7.111561882063384,-1.620047493140486,1.2321164025244933,3.5878651615296997,-0.0001024148338265,-3.22326289594507,0.0349693286690979,-0.1088888520873694
-1.9315082070108296,-0.6919469534323206,-0.6943361678387345,1.101319324811021,-1.734332492873797,-0.7189175056601212,0.782026861220236,-0.4320888860614038,0.8684427437897395,-0.4220432431326336,-1.015527542130701,-0.6335391707363073
-1.2105461264253634,0.9500660083294902,-5.653669819407315,3.985323035844427,1.997046191256392,0.9751513901465408,-1.0259463903107748,0.7978099368087423,-0.8387641667734681,-1.3866252434468913,-1.340497634336926,-1.3997402050437635
2.234398656145095,-0.0080574237721008,4.378209289074132,-2.5191833604078155,-0.101044322322661,-0.3627684269081386,-2.7547407292811457,-0.7644776880740071,0.8844743158098647,-0.4154128846741501,-3.2034576875805,-1.2256840299196448
