gait_features_PC1,gait_features_PC2,gait_features_PC3,gait_features_PC4,gait_features_PC5,spectral_features_PC1,spectral_features_PC2,spectral_features_PC3,spectral_features_PC4,spectral_features_PC5,spectral_features_PC6,spectral_features_PC7,spectral_features_PC8,spectral_features_PC9,spectral_features_PC10,spectral_features_PC11,spectral_features_PC12,spectral_features_PC13,spectral_features_PC14,spectral_features_PC15,spectral_features_PC16,spectral_features_PC17,spectral_features_PC18,spectral_features_PC19,spectral_features_PC20,temporal_features_PC1,temporal_features_PC2,temporal_features_PC3,temporal_features_PC4
1.8392307489496298,-3.004357564543078,-0.935245894084162,-0.7625499255392338,-1.616526507252607,1.146054409204486,7.176872425707555,6.744665448379007,-2.210074875866408,-1.6265824503811637,-3.197370967098322,-3.5524981168120666,-0.7899858207830751,0.30479418619110527,2.280541149715183,-0.6749195366460874,0.21734658165258505,0.012111957519802829,0.015857640594460595,-1.1749467392591744,-0.8691112210234146,-0.7949825897512112,0.5260567259140607,-0.5553445536575969,0.37838151138559667,-1.121046377300495,0.8879604768256864,-0.16580073105937054,-0.9823599284379326
0.28087415680165356,0.9728437691803025,0.06417939464009237,-0.6780783804675651,0.030843834509241302,8.405478141425041,3.186835590212025,1.977030864892116,0.6597335275600515,7.735323017224011,-2.978807517394284,5.465303826735567,2.429972890032766,-1.6479256448584898,0.5435412928175424,0.5033603351019587,1.3582087665471512,-0.20600834417631564,-2.649967791587368,-2.7509038725746238,1.4876515011689442,-0.7868278986259747,-0.5733579601923321,1.8313905240218535,-0.27093536018339387,-2.787446452242482,-1.9627632092145257,0.1893780645114238,0.31038907114609426
0.24885778982996343,0.5582965902552898,-0.6658218762264673,-0.17526588368458224,-0.1946058920631901,-6.041786100526889,0.9018661188670343,-3.2240375005197657,-2.4055092752476184,3.1366283924168346,-0.8329155482380827,0.8165605108649802,0.25227193976493645,2.280928958618624,-2.264954669494237,-2.52576545826703,-3.3097622725375953,0.2932624854972278,0.688226945938486,1.28285167890129,1.183047627096392,-1.4179742625078935,1.6916072234177424,0.2745110234653867,0.7590102293451159,2.048871170938079,-2.3502146692116286,0.7135494338106257,-1.9106792110319515
-1.7641338929207475,1.061811444958627,0.47803258106060714,-0.7885900906554575,-0.10024966162239946,2.44182008408185,-3.778860419859206,-3.440635049827372,-2.0997618445416277,5.71797993325632,3.2186025180912385,-6.283869452656655,-2.0105612511340754,-4.699358026035377,0.38577882722232476,-0.725990766069739,0.010313378764222225,-1.213393960489465,1.0471083197389535,-0.1740880419991799,-0.4693893342710815,-0.41771762338097523,1.5536234654470547,-0.924197764887183,0.48370305855327034,0.06861866643063033,-1.6910588343344186,1.5617695126581912,0.18915838692884152
-4.0982929763264835,-0.8032036564989061,0.8634387455628194,-1.1209111610620794,-0.40189393295505954,-1.4501402076748269,0.328499725246451,0.5537482413310071,-0.45265273471974643,-0.7032485737498771,1.3962439691659987,3.4947592528566185,-2.370831566111082,-3.3911294304353348,-1.4427124136536138,2.642931038720538,1.475923930106099,-0.4158423852608437,1.3226456751174895,2.222300445333262,-1.7416947502279514,0.47921377455685155,-0.9259252400334386,-0.17962986935045544,0.12263729541558024,-0.2610323632147036,1.553578893458688,-0.3892040243080197,-1.6587188506344517
-1.4241529540853424,0.8714845931924342,0.5044767813192521,-0.20821527002682386,-2.060616278076516,5.0943886965100305,-7.605597832578916,1.961363040274539,6.727562701448697,0.9877903172379584,-1.9144358041591452,-2.0194086272500575,-2.8555173672487744,1.2643730089284273,-0.5910263485805213,2.536294358628495,-0.3177059597158669,2.4460723915550875,-1.4536613375154719,1.514344355676685,0.11935342417558935,0.7704098840721344,1.3459679657882533,0.056408546957010454,1.4284827967950284,3.2571589786386697,-0.5996502392102223,-0.615504333098035,-0.5257068394952825
2.7488077478978172,-0.23145472170453496,-1.4528072291958352,0.40944517661785335,0.915706130551488,-3.689497181932953,4.762446499605791,0.9593604100285149,-1.3830988411456373,-2.3161780946751476,1.4136525217079838,-0.46722266782927663,-2.9182862859075067,-1.106624490907679,0.4730510782995637,-0.736915262439507,0.31396978117610663,0.2343245266158447,1.0061871170889862,0.6739953401757564,-0.3092038610410011,-0.9521429597767269,0.676601794866789,-0.39036081554451557,0.7694896704238067,-0.42767146302673664,2.8380348699778395,0.8000139332512968,-0.48358926914356176
-0.48833488937423875,0.9510404588106953,0.9068196467964845,-0.6493885625859034,0.9622829494575482,3.528536858095706,2.027441502766882,0.12894605689429384,1.5654859804620587,-5.221808231283553,1.478365381503199,1.2983765342360705,2.8865574286720204,1.7455671188220399,-1.217193970599048,0.5909699615837747,0.8809132570694213,-0.6520642379083135,1.464528748877196,-1.3520868089519895,1.4127190879157563,-0.5434952141375862,0.6329304710828617,-1.9902827130659448,1.6207073982078557,-1.3689665837727545,-1.6120114964596555,0.4403108691339601,0.20372974130633478
-1.1486421215119573,1.9612928629143238,-0.40119780515727316,-0.5045081248360948,0.6831366397221197,2.141842277031162,-2.4900386610205714,-3.461738330497966,1.3866016561106673,0.6929523167912675,-2.4820299822812584,-2.4282095315503183,0.14854957066240768,2.725971042614508,3.073574549508891,-2.3640899038512835,1.2132127788226779,-0.21731620925180148,0.21232798918665963,1.8514311059355237,-1.0397669670167837,4.322307764770854,0.4679980664400094,1.252176604493823,-0.2414011382392126,0.435294786902572,-1.4465921260807615,0.5145936622007402,1.0592805315387384
1.5106167813787441,1.8981410620432728,-0.35794066021814147,-0.40181061452082106,-0.5374577576023698,-2.2901910984151708,0.18094549876430457,-0.6758257169873755,-2.7233004712083186,2.8294242600479507,1.5587140026354143,0.21375845183953787,-0.7274741876906586,-0.848864474015443,-0.43876461920219767,0.004757558607023366,-0.49869795445846854,1.947008556993084,-0.8340411136698945,0.79564279664868,1.7672230273590241,1.8674282532481292,-0.6990316455134926,-2.2617573137123816,0.34492629545317266,-1.0524223698614834,0.9629232283313536,1.802359085924118,0.25810356694933273
